0001|51814|San Juan|res_city_mx_mex_117|
0001|51867|Progreso los Hernández (Colonia los Hernández)|res_city_mx_mex_004|
0001|51980|Santa Ana|res_city_mx_mex_119|
0001|52005|Los Olivos|res_city_mx_mex_051|
0001|52085|De Mozoquilpan|res_city_mx_mex_067|
0001|52150|El Manantial|res_city_mx_mex_054|res_locality_mx_mex_08
0001|52226|Bosque de las Fuentes Residencial|res_city_mx_mex_018|
0001|52280|Villas del Sauce|res_city_mx_mex_073|
0001|52500|Libertad|res_city_mx_mex_012|
0001|52603|Guadalupe Yancuictlalpan (Gualupita)|res_city_mx_mex_101|
0001|52686|El Águila (La Mesa)|res_city_mx_mex_043|
0001|52757|San Antonio el Llanito|res_city_mx_mex_062|
0001|52770|Paseos del Bosque|res_city_mx_mex_037|res_locality_mx_mex_06
0001|52989|Residencial Lago Esmeralda|res_city_mx_mex_013|res_locality_mx_mex_01
0001|53533|Campo Militar 1|res_city_mx_mex_057|res_locality_mx_mex_09
0001|54239|San Antonio Escobedo Norte|res_city_mx_mex_071|
0001|54280|El Progreso|res_city_mx_mex_079|
0001|54380|Dhalle (Ejido de Dongu)|res_city_mx_mex_026|
0001|54416|Rinconada Lago de Guadalupe|res_city_mx_mex_060|res_locality_mx_mex_11
0001|54493|Palma (Ejido San Francisco)|res_city_mx_mex_038|
0001|54745|Los Ailes|res_city_mx_mex_121|res_locality_mx_mex_04
0001|54875|Foresta Residencial|res_city_mx_mex_024|res_locality_mx_mex_17
0001|54893|Revolución|res_city_mx_mex_053|
0001|54980|La Manzana|res_city_mx_mex_108|res_locality_mx_mex_15
0001|55010|Bonito Arboledas|res_city_mx_mex_033|res_locality_mx_mex_05
0001|55616|Villas de Zumpango|res_city_mx_mex_120|res_locality_mx_mex_41
0001|55666|Tablón Chico (Tabloncito)|res_city_mx_mex_010|
0001|55770|El Terromote|res_city_mx_mex_081|res_locality_mx_mex_12
0001|55786|La Asunción|res_city_mx_mex_125|
0001|55796|Paseos del Valle|res_city_mx_mex_059|
0001|55853|Cozotlán Norte|res_city_mx_mex_075|
0001|56024|De Tequisistlán Primero|res_city_mx_mex_100|
0001|56035|La Concepción|res_city_mx_mex_028|
0001|56237|El Batán|res_city_mx_mex_099|
0001|56300|Ejidos de Cambray|res_city_mx_mex_011|
0001|56373|El Encino|res_city_mx_mex_029|res_locality_mx_mex_27
0001|56800|De San Bartolo|res_city_mx_mex_068|
0001|56984|Guadalupe|res_city_mx_mex_015|
0001|56990|De Santa Catarina|res_city_mx_mex_034|
0001|58000|INFONAVIT El Pípila|res_city_mx_mic_053|res_locality_mx_mic_06
0001|58383|Arostaro|res_city_mx_mic_037|
0001|58420|Altamira o Buenavista|res_city_mx_mic_073|
0001|58444|Fontezuelas|res_city_mx_mic_100|
0001|58456|Yerbabuena Vieja|res_city_mx_mic_048|
0001|58464|Las Trojes (Las Trojas)|res_city_mx_mic_001|
0001|58480|Agraria|res_city_mx_mic_049|
0001|58523|El Fresno de Guadalupe|res_city_mx_mic_071|
0001|58544|Los Sauces|res_city_mx_mic_113|
0001|58557|Los Ferrocarrileros|res_city_mx_mic_004|
0001|58570|Lázaro Cárdenas|res_city_mx_mic_063|
0001|58730|Las Flores|res_city_mx_mic_107|
0001|58743|Gabino Vázquez (Los Guayabos)|res_city_mx_mic_094|
0001|58762|Azteca|res_city_mx_mic_070|
0001|58796|Las Casitas|res_city_mx_mic_044|
0001|58800|Guadalupe|res_city_mx_mic_054|
0001|58820|Chapultepec|res_city_mx_mic_036|
0001|58846|El Cerrito|res_city_mx_mic_020|
0001|58860|El Acuario|res_city_mx_mic_027|
0001|58920|Bellavista|res_city_mx_mic_003|
0001|58945|Los Pinos|res_city_mx_mic_110|
0001|58970|12 de diciembre|res_city_mx_mic_040|
0001|58980|Benito Juárez|res_city_mx_mic_072|
0001|59015|Paso de las Águilas|res_city_mx_mic_076|res_locality_mx_mic_08
0001|59140|El Lago|res_city_mx_mic_074|
0001|59164|El Brazo|res_city_mx_mic_103|
0001|59180|Agua Caliente|res_city_mx_mic_062|
0001|59200|Bellavista|res_city_mx_mic_105|
0001|59230|El Areño|res_city_mx_mic_086|
0001|59267|Ejido de la Manga|res_city_mx_mic_106|
0001|59296|El Agua Blanca (Rancho del Mayor)|res_city_mx_mic_042|
0001|59427|Melchor Ocampo (Ánimas Gusgas)|res_city_mx_mic_069|
0001|59430|25 de Enero|res_city_mx_mic_060|
0001|59440|De Guadalupe|res_city_mx_mic_028|
0001|59460|El Ate|res_city_mx_mic_109|
0001|59508|Barranca de la Breña|res_city_mx_mic_051|
0001|59533|Palos Altos|res_city_mx_mic_045|
0001|59550|Camino Real|res_city_mx_mic_104|
0001|59711|Francisco Sarabia|res_city_mx_mic_108|
0001|59730|Bellas Torres|res_city_mx_mic_030|
0001|59750|Cupatziro|res_city_mx_mic_085|res_locality_mx_mic_14
0001|59908|El Pozole (El Amezcueño)|res_city_mx_mic_043|
0001|59963|Las Flores|res_city_mx_mic_095|
0001|60060|El Milagro|res_city_mx_mic_102|res_locality_mx_mic_09
0001|60247|Cruz de Piedra|res_city_mx_mic_021|
0001|60266|Los Reyes|res_city_mx_mic_065|
0001|60276|Cruciro|res_city_mx_mic_024|
0001|60280|Emiliano Zapata|res_city_mx_mic_056|
0001|60290|Camelinas|res_city_mx_mic_090|
0001|60413|Chaniro (Xhaniro)|res_city_mx_mic_075|
0001|60440|Álamo|res_city_mx_mic_068|
0001|60490|Altavista|res_city_mx_mic_058|
0001|60536|El Salate|res_city_mx_mic_012|
0001|60540|Del Chivo (Guadalupe)|res_city_mx_mic_089|
0001|60597|La Bolsa (Paso de la Bolsa)|res_city_mx_mic_002|
0001|60710|La Tamarindera|res_city_mx_mic_006|
0001|60760|Agraria|res_city_mx_mic_064|
0001|60800|Bugambilias|res_city_mx_mic_014|
0001|60824|Agua Blanca (Barranca del Tereso)|res_city_mx_mic_026|
0001|60840|Buenavista|res_city_mx_mic_015|
0001|60885|La Palma Sola|res_city_mx_mic_008|
0001|60900|La Cablotera|res_city_mx_mic_096|
0001|60927|La Tauna|res_city_mx_mic_010|
0001|60998|Valle Escondido|res_city_mx_mic_052|res_locality_mx_mic_22
0001|61004|Estanzuela los Lulos (Santa Rosa)|res_city_mx_mic_031|
0001|61025|El Nogal (Ampliación San Rafael)|res_city_mx_mic_017|
0001|61073|San José Corrales|res_city_mx_mic_093|
0001|61135|El Fresno II|res_city_mx_mic_034|res_locality_mx_mic_03
0001|61264|San Pedro|res_city_mx_mic_050|
0001|61280|Adolfo López Mateos|res_city_mx_mic_041|
0001|61297|Acebuches|res_city_mx_mic_080|
0001|61327|Agua Fría|res_city_mx_mic_022|
0001|61334|Agua Caliente|res_city_mx_mic_101|
0001|61370|Bellavista del Río|res_city_mx_mic_092|
0001|61400|Aserradero|res_city_mx_mic_007|
0001|61410|Las Mesas|res_city_mx_mic_005|
0001|61438|Acúmbaro|res_city_mx_mic_098|
0001|61450|Ampliación Remedios|res_city_mx_mic_061|
0001|61470|El Alemán|res_city_mx_mic_047|
0001|61530|Barranca Seca|res_city_mx_mic_112|
0001|61540|Benito Juárez|res_city_mx_mic_099|
0001|61570|Buenos Aires|res_city_mx_mic_046|
0001|61595|El Limoncito|res_city_mx_mic_081|
0001|61617|Ampliación Buena Vista|res_city_mx_mic_066|
0001|61636|La Montufa|res_city_mx_mic_032|
0001|61643|El Llanito|res_city_mx_mic_039|
0001|61678|Casa Blanca|res_city_mx_mic_082|
0001|61680|La Gloria|res_city_mx_mic_097|
0001|61700|Bellavista|res_city_mx_mic_111|
